Bermuda;"Bermuda (; historically known as Las Bermudas or Las Islas Bermudas ) is a British Overseas Territory in the North Atlantic Ocean. The closest land outside the territory is in the American state of North Carolina, about 1,035 km (643 mi) to the west-northwest.  Bermuda is an archipelago consisting of 181 islands, although the most significant islands are connected by bridges and appear to form one landmass. It has a land area of 54 square kilometres (21 sq mi). Bermuda has a sub- tropical climate, with mild winters and warm summers. Its climate also exhibits oceanic features similar to other coastal areas in the Northern Hemisphere with warm, moist air from the ocean ensuring relatively high humidity and stabilising temperatures. Bermuda lies in Hurricane Alley and thus is prone to severe weather; however, it receives some protection from a coral reef and its position at the north of the belt, which limits the direction and severity of approaching storms.  Bermuda is named after Spanish explorer Juan de Bermúdez, who discovered the archipelago in 1505. The islands have been permanently inhabited since 1612 when an English settlement was established at St. George's. Forming part of British America, Bermuda was governed under royal charter by the Somers Isles Company until 1684, when it became a crown colony. The first African slaves were taken to Bermuda in 1616. A full plantation economy did not develop and the slave trade largely ceased by the end of the 17th century. The economy instead became maritime-focused, with the colony serving as a base for merchants, privateers and the Royal Navy, giving its name to the Bermuda rig and Bermuda sloop. It became an imperial fortress, the most important British naval and military base in the western hemisphere with vast funds lavished on its Royal Naval Dockyard and military defences until the 1950s. Tourism has been a significant contributor to Bermuda's economy since the 19th century and after World War II, the territory became a prominent offshore financial centre and tax haven.  Divided into nine parishes, Bermuda is a self-governing parliamentary democracy with a bicameral parliament located in the capital Hamilton. The House of Assembly dates from 1620, making it one of the world's oldest legislatures. The premier is the head of government and is formally appointed by the governor, who is nominated by the British government as the representative of the King. The United Kingdom is responsible for foreign affairs and defence. An independence referendum was held in 1995 with a large majority voting against independence. As of 2019, Bermuda had a population of around 64,000 people, making it the second-most populous of the British Overseas Territories. Black Bermudians, primarily descended from African slaves, make up around 50% of the population, while White Bermudians, primarily of British, Irish and Portuguese descent, make up 30% of the population. There are smaller groups from other races or identifying as mixed race and about 30% of the population is not Bermudian by birth. Bermuda has a distinct dialect of English and has historically had strong ties with other English-speaking countries in the Americas, including the United States, Canada, and the Commonwealth Caribbean. It is an associate member of the Caribbean Community.  "
Brazil;"Brazil (Portuguese: _Brasil_ ; Brazilian Portuguese: [bɾaˈziw] ), officially the Federative Republic of Brazil (Portuguese: ), is the largest country in South America and in Latin America. Brazil is the world's fifth-largest country by area and the seventh most populous. Its capital is Brasília, and its most populous city is São Paulo. The federation is composed of the union of the 26 states and the Federal District. It is the only country in the Americas to have Portuguese as an official language. It is one of the most multicultural and ethnically diverse nations, due to over a century of mass immigration from around the world, and the most populous Roman Catholic- majority country.  Bounded by the Atlantic Ocean on the east, Brazil has a coastline of 7,491 kilometers (4,655 mi). It borders all other countries and territories in South America except Ecuador and Chile and covers roughly half of the continent's land area. Its Amazon basin includes a vast tropical forest, home to diverse wildlife, a variety of ecological systems, and extensive natural resources spanning numerous protected habitats. This unique environmental heritage positions Brazil at number one of 17 megadiverse countries, and is the subject of significant global interest, as environmental degradation through processes like deforestation has direct impacts on global issues like climate change and biodiversity loss.  The territory which would become known as Brazil was inhabited by numerous tribal nations prior to the landing in 1500 of explorer Pedro Álvares Cabral, who claimed the discovered land for the Portuguese Empire. Brazil remained a Portuguese colony until 1808 when the capital of the empire was transferred from Lisbon to Rio de Janeiro. In 1815, the colony was elevated to the rank of kingdom upon the formation of the United Kingdom of Portugal, Brazil and the Algarves. Independence was achieved in 1822 with the creation of the Empire of Brazil, a unitary state governed under a constitutional monarchy and a parliamentary system. The ratification of the first constitution in 1824 led to the formation of a bicameral legislature, now called the National Congress. Slavery was abolished in 1888. The country became a presidential republic in 1889 following a military coup d'état. An authoritarian military dictatorship emerged in 1964 and ruled until 1985, after which civilian governance resumed. Brazil's current constitution, formulated in 1988, defines it as a democratic federal republic. Due to its rich culture and history, the country ranks thirteenth in the world by number of UNESCO World Heritage Sites.  Brazil is a regional and middle power that is an emerging power and a major non-NATO ally of the United States. Categorised as a developing country with a high Human Development Index, Brazil is considered an advanced emerging economy, having the ninth largest GDP in the world by nominal, and eighth by PPP measures, the largest in Latin America. As an upper-middle income economy by the World Bank and a newly industrialized country, Brazil has the largest share of global wealth in South America and it is one of the world's major breadbaskets, being the largest producer of coffee for the last 150 years. However, the country retains noticeable corruption, crime and social inequality. Brazil is a founding member of the United Nations, the G20, BRICS, G4, Mercosul, Organization of American States, Organization of Ibero-American States and the Community of Portuguese Language Countries. Brazil is also an Observer State of the Arab League.  "
Barbados;"Barbados (UK:  _bar- BAY-doss_; US:  _bar- BAY-dohss_; locally  _bər- BAY- dəss_) is an island country in the Lesser Antilles of the West Indies, in the Caribbean region of North America, and is the most easterly of the Caribbean islands. It lies on the boundary of the South American and the Caribbean Plates. Its capital and largest city is Bridgetown.  Inhabited by Kalinago people since the 13th century, and prior to that by other Amerindians, Spanish navigators took possession of Barbados in the late 15th century, claiming it for the Crown of Castile. It first appeared on a Spanish map in 1511. The Portuguese Empire claimed the island between 1532 and 1536, but abandoned it in 1620 with their only remnants being an introduction of wild boars for a good supply of meat whenever the island was visited. An English ship, the _Olive Blossom_ , arrived in Barbados on 14 May 1625; its men took possession of the island in the name of King James I. In 1627, the first permanent settlers arrived from England, and Barbados became an English and later British colony. During this period, the colony operated on a plantation economy, relying on the labour of African slaves who worked on the island's plantations. Slavery continued until it was phased out through most of the British Empire by the Slavery Abolition Act 1833.  On 30 November 1966, Barbados gained independence and became a Commonwealth realm with Elizabeth II as Queen of Barbados. On 30 November 2021, Barbados transitioned to a republic within the Commonwealth.  Barbados's population is predominantly of African ancestry. While it is technically an Atlantic island, Barbados is closely associated with the Caribbean and is ranked as one of its leading tourist destinations.  "
Bhutan;"Bhutan ( _boo- TAHN_; Dzongkha: འབྲུག་ཡུལ་, romanized: _Druk Yul_ [ʈuk̚˩.yː˩]), officially the Kingdom of Bhutan (Dzongkha: འབྲུག་རྒྱལ་ཁབ་, romanized: _Druk Gyal Khap_ ), is a landlocked South Asian country situated in the Eastern Himalayas, between China in the north and India in the south. A mountainous country, Bhutan is known locally as ""Druk Yul"" or ""Land of the Thunder Dragon"", a name reflecting the cultural heritage of the country. The exonym Bhutan likely derives from the Prakrit hybrid word Bhŏṭṭaṃta, a name referring to its geographical proximity to Tibet ( _Bhŏṭṭa_ ). Nepal and Bangladesh are located near Bhutan but do not share a border with it. The country has a population of over 727,145 and a territory of 38,394 square kilometres (14,824 sq mi) and ranks 133rd in land area and 160th in population. Bhutan is a constitutional monarchy with a king (Druk Gyalpo) as the head of state and a prime minister as the head of government. Vajrayana Buddhism is the state religion and the Je Khenpo is the head of the state religion.  The subalpine Himalayan mountains in the north rise from the country's lush subtropical plains in the south. In the Bhutanese Himalayas, there are peaks higher than 7,000 metres (23,000 ft) above sea level. Gangkhar Puensum is Bhutan's highest peak and is the highest unclimbed mountain in the world. The wildlife of Bhutan is notable for its diversity, including the Himalayan takin and golden langur. The capital and largest city is Thimphu, holding close to 1/7th of the population.  Bhutan and neighbouring Tibet experienced the spread of Buddhism, which originated in the Indian subcontinent during the lifetime of Gautama Buddha. In the first millennium, the Vajrayana school of Buddhism spread to Bhutan from the southern Pala Empire of Bengal. During the 16th century, Ngawang Namgyal unified the valleys of Bhutan into a single state. Namgyal defeated three Tibetan invasions, subjugated rival religious schools, codified the _Tsa Yig_ legal system, and established a government of theocratic and civil administrators. Namgyal became the first Zhabdrung Rinpoche and his successors acted as the spiritual leaders of Bhutan, like the Dalai Lama in Tibet. During the 17th century, Bhutan controlled large parts of northeast India, Sikkim and Nepal; it also wielded significant influence in Cooch Behar State. Bhutan ceded the Bengal Duars to British India during the Bhutan War in the 19th century. The House of Wangchuck emerged as the monarchy and pursued closer ties with Britain in the subcontinent. In 1910, a treaty guaranteed British advice in foreign policy in exchange for internal autonomy in Bhutan. The arrangement continued under a new treaty with India in 1949 (signed at Darjeeling) in which both countries recognised each other's sovereignty. Bhutan joined the United Nations in 1971. It has since expanded relations with 55 countries. While dependent on the Indian military, Bhutan maintains its own military units.  The 2008 Constitution established a parliamentary government with an elected National Assembly and a National Council. Bhutan is a founding member of the South Asian Association for Regional Cooperation (SAARC). In 2020, Bhutan ranked third in South Asia after Sri Lanka and the Maldives in the Human Development Index, and nineteenth on the Global Peace Index as the most peaceful country in South Asia as of 2023, as well as the only South Asian country in the list's first quartile. Bhutan is also a member of the Climate Vulnerable Forum, the Non-Aligned Movement, BIMSTEC, the IMF, the World Bank, UNESCO and the World Health Organization (WHO). Bhutan ranked first in SAARC in economic freedom, ease of doing business, peace and lack of corruption in 2016. Bhutan has one of the largest water reserves for hydropower in the world. Melting glaciers caused by climate change are a growing concern in Bhutan.  "
Bouvet Island;"Bouvet Island ( _BOO -vay_; Norwegian: _Bouvetøya_ [bʉˈvèːœʏɑ]) is an island and dependency of Norway, and declared an uninhabited protected nature reserve. It is a subantarctic volcanic island, situated in the South Atlantic Ocean at the southern end of the Mid-Atlantic Ridge, making it the world's most remote island. It is not part of the southern region covered by the Antarctic Treaty System.  The island lies 1,700 km (1,100 mi) north of the Princess Astrid Coast of Queen Maud Land, Antarctica, 1,900 km (1,200 mi) east of the South Sandwich Islands, 1,845 km (1,146 mi) south of Gough Island, and 2,600 km (1,600 mi) south-southwest of the coast of South Africa. It has an area of 49 km2 (19 sq mi), 93 percent of which is covered by a glacier. The centre of the island is the ice-filled crater of an inactive volcano. Some skerries and one smaller island, Larsøya, lie along its coast. Nyrøysa, created by a rock slide in the late 1950s, is the only easy place to land and is the location of a weather station.  The island was first spotted on 1 January 1739 by the Frenchman Jean-Baptiste Charles Bouvet de Lozier, during a French exploration mission in the South Atlantic with the ships _Aigle_ and _Marie_. They did not make landfall. He mislabeled the coordinates for the island, and it was not sighted again until 1808, when the British whaler James Lindsay encountered it and named it Lindsay Island. The first claim to have landed on the island was made by the American sailor Benjamin Morrell, although this claim is disputed. In 1825, the island was claimed for the British Crown by George Norris, who named it Liverpool Island. He also reported having sighted another island nearby, which he named Thompson Island, but this was later shown to be a phantom island.  In 1927, the first _Norvegia_ expedition landed on the island, and claimed it for Norway. At that point, the island was given its current name of _Bouvet Island_ (""Bouvetøya"" in Norwegian). In 1930, following resolution of a dispute with the United Kingdom over claiming rights, it was declared a Norwegian dependency. In 1971, it was designated a nature reserve.  "
Botswana;"Botswana (English: _Land of the Tswana_ ;  , also UK: ), officially the Republic of Botswana (Setswana: _Lefatshe la Botswana_ , [lɪˈfatsʰɪ la bʊˈtswana]), is a landlocked country in Southern Africa. Botswana is topographically flat, with approximately 70 percent of its territory being the Kalahari Desert. It is bordered by South Africa to the south and southeast, Namibia to the west and north, and Zimbabwe to the northeast. It is connected by the Kazungula Bridge to Zambia, across the world's shortest border between two countries.  A country of slightly over 2.3 million people, Botswana is one of the most sparsely populated countries in the world. It is essentially the nation state of the Tswana, who make up 79% of the population. About 11.6 per cent of the population lives in the capital and largest city, Gaborone. Formerly one of the world's poorest countries—with a GDP per capita of about US$70 per year in the late 1960s—it has since transformed itself into an upper-middle-income country, with one of the world's fastest-growing economies.  Modern-day humans first inhabited the country over 200,000 years ago. The Tswana ethnic group were descended mainly from Bantu-speaking tribes who migrated southward of Africa to modern Botswana around 600 CE, living in tribal enclaves as farmers and herders. In 1885, the British colonised the area and declared a protectorate under the name of Bechuanaland. As decolonisation occurred, Bechuanaland became an independent Commonwealth republic under its current name on 30 September 1966. Since then, it has been a representative republic, with a consistent record of uninterrupted democratic elections and the lowest perceived corruption ranking in Africa since at least 1998.  The economy is dominated by mining and tourism. Botswana has a GDP (purchasing power parity) per capita of about $18,113 as of 2021, one of the highest in the subsaharan Africa. Botswana is the world's biggest diamond producing country. Its relatively high gross national income per capita (by some estimates the fourth-largest in Africa) gives the country a relatively high standard of living and the third-highest Human Development Index of continental Sub-Saharan Africa (after Gabon and South Africa). Botswana is the first African country to host Forbes 30 Under 30 and the 2017 Netball World Youth Cup.  Botswana is a member of the Southern African Customs Union, the Southern African Development Community, the Commonwealth of Nations, and the United Nations. The country has been adversely affected by the HIV/AIDS epidemic. In 2002, Botswana became the first country to offer anti-retroviral drugs (ARVs) to help combat the epidemic. Despite the launch of programs to make treatment available and to educate the populace about the epidemic, the number of people with AIDS rose from 290,000 in 2005 to 320,000 in 2013.: A20  As of 2014, Botswana had the third-highest prevalence rate for HIV/AIDS, with roughly 20% of the population infected. However, in recent years the country has made strides in combatting HIV/AIDS, with efforts being made to provide proper treatment and lower the rate of mother-to-child transmission.  "
Central African Republic;The Central African Republic ( CAR ), formerly known as Ubangi- Shari , is a landlocked country in Central Africa. It is bordered by Chad to the north, Sudan to the northeast, South Sudan to the east, the Democratic Republic of the Congo to the south, the Republic of the Congo to the southwest, and Cameroon to the west. The Central African Republic covers a land area of about 620,000 square kilometres (240,000 sq mi). As of 2021, it had an estimated population of around 5.5 million. As of 2023, the Central African Republic is the scene of a civil war, which is ongoing since 2012.  Most of the Central African Republic consists of Sudano-Guinean savannas, but the country also includes a Sahelo-Sudanian zone in the north and an equatorial forest zone in the south. Two-thirds of the country is within the Ubangi River basin (which flows into the Congo), while the remaining third lies in the basin of the Chari, which flows into Lake Chad.  What is today the Central African Republic has been inhabited since at least 8,000 BCE. The country's borders were established by France, which ruled the country as a colony starting in the late 19th century. After gaining independence from France in 1960, the Central African Republic was ruled by a series of autocratic leaders, including an abortive attempt at a monarchy.  By the 1990s, calls for democracy led to the first multi-party democratic elections in 1993. Ange-Félix Patassé became president, but was later removed by General François Bozizé in the 2003 coup. The Central African Republic Bush War began in 2004 and, despite a peace treaty in 2007 and another in 2011, civil war resumed in 2012. The civil war perpetuated the country's poor human rights record: it was characterized by widespread and increasing abuses by various participating armed groups, such as arbitrary imprisonment, torture, and restrictions on freedom of the press and freedom of movement.  Despite its significant mineral deposits and other resources, such as uranium reserves, crude oil, gold, diamonds, cobalt, lumber, and hydropower, as well as significant quantities of arable land, the Central African Republic is among the ten poorest countries in the world, with the lowest GDP per capita at purchasing power parity in the world as of 2017. As of 2021, according to the Human Development Index (HDI), the country had the fourth-lowest level of human development, ranking 188 out of 191 countries. The country had the lowest inequality-adjusted Human Development Index (IHDI), ranking 156th out of 156 countries. The Central African Republic is also estimated to be the unhealthiest country as well as the worst country in which to be young.  The Central African Republic is a member of the United Nations, the African Union, the Economic Community of Central African States, the Organisation internationale de la Francophonie and the Non-Aligned Movement.  
Canada;"Canada is a country in North America. Its ten provinces and three territories extend from the Atlantic Ocean to the Pacific Ocean and northward into the Arctic Ocean, making it the world's second-largest country by total area, with the world's longest coastline. Its border with the United States is the world's longest international land border. The country is characterized by a wide range of both meteorologic and geological regions. It is a sparsely inhabited country of 40 million people, the vast majority residing south of the 55th parallel in urban areas. Canada's capital is Ottawa and its three largest metropolitan areas are Toronto, Montreal, and Vancouver.  Indigenous peoples have continuously inhabited what is now Canada for thousands of years. Beginning in the 16th century, British and French expeditions explored and later settled along the Atlantic coast. As a consequence of various armed conflicts, France ceded nearly all of its colonies in North America in 1763. In 1867, with the union of three British North American colonies through Confederation, Canada was formed as a federal dominion of four provinces. This began an accretion of provinces and territories and a process of increasing autonomy from the United Kingdom, highlighted by the _Statute of Westminster, 1931_ , and culminating in the _Canada Act 1982_ , which severed the vestiges of legal dependence on the Parliament of the United Kingdom.  Canada is a parliamentary democracy and a constitutional monarchy in the Westminster tradition. The country's head of government is the prime minister, who holds office by virtue of their ability to command the confidence of the elected House of Commons and is ""called upon"" by the governor general, representing the monarch of Canada, the head of state. The country is a Commonwealth realm and is officially bilingual (English and French) in the federal jurisdiction. It is very highly ranked in international measurements of government transparency, quality of life, economic competitiveness, innovation, education and gender equality. It is one of the world's most ethnically diverse and multicultural nations, the product of large-scale immigration. Canada's long and complex relationship with the United States has had a significant impact on its history, economy, and culture.  A developed country, Canada has a high nominal per capita income globally and its advanced economy ranks among the largest in the world, relying chiefly upon its abundant natural resources and well-developed international trade networks. Canada is recognized as a middle power for its role in international affairs, with a tendency to pursue multilateral solutions. Canada's peacekeeping role during the 20th century has had a significant influence on its global image. Canada is part of multiple major international and intergovernmental institutions.  "
Cocos (Keeling) Islands;"The Cocos (Keeling) Islands (Cocos Islands Malay: _Pulu Kokos [Keeling]_ ), officially the Territory of Cocos (Keeling) Islands (; Cocos Islands Malay: _Pulu Kokos [Keeling]_ ), are an Australian external territory in the Indian Ocean, comprising a small archipelago approximately midway between Australia and Sri Lanka and relatively close to the Indonesian island of Sumatra. The territory's dual name (official since the islands' incorporation into Australia in 1955) reflects that the islands have historically been known as either the Cocos Islands or the Keeling Islands.  The territory consists of two atolls made up of 27 coral islands, of which only two – West Island and Home Island – are inhabited. The population of around 600 people consists mainly of Cocos Malays, who mostly practice Sunni Islam and speak a dialect of Malay as their first language. The territory is administered by the Australian federal government's Department of Infrastructure, Transport, Regional Development, Communications and the Arts as an Australian external territory and together with Christmas Island (which is about 960 kilometres (600 mi) to the east) forms the Australian Indian Ocean Territories administrative grouping. However, the islanders do have a degree of self-government through the local shire council. Many public services – including health, education, and policing – are provided by the state of Western Australia, and Western Australian law applies except where the federal government has determined otherwise. The territory also uses Western Australian postcodes.  The islands were discovered in 1609 by the British sea captain William Keeling, but no settlement occurred until the early 19th century. One of the first settlers was John Clunies-Ross, a Scottish merchant; much of the island's current population is descended from the Malay workers he brought in to work his copra plantation. The Clunies-Ross family ruled the islands as a private fiefdom for almost 150 years, with the head of the family usually recognised as resident magistrate. The British annexed the islands in 1857, and for the next century they were administered from either Ceylon or Singapore. The territory was transferred to Australia in 1955, although until 1979 virtually all of the territory's real estate still belonged to the Clunies-Ross family.  "
Switzerland;"Switzerland , officially the Swiss Confederation , is a landlocked country located at the confluence of Western, Central and Southern Europe. It is bordered by Italy to the south, France to the west, Germany to the north and Austria and Liechtenstein to the east. Switzerland is geographically divided among the Swiss Plateau, the Alps and the Jura; the Alps occupy the greater part of the territory, whereas most of the country's population of 9 million are concentrated on the plateau, which hosts the largest cities and economic centres, including Zürich, Geneva and Basel.  Switzerland originates from the Old Swiss Confederacy established in the Late Middle Ages, following a series of military successes against Austria and Burgundy; the Federal Charter of 1291 is considered the country's founding document. Swiss independence from the Holy Roman Empire was formally recognised in the Peace of Westphalia in 1648. Switzerland has maintained a policy of armed neutrality since the 16th century and has not fought an international war since 1815. It joined the United Nations only in 2002 but pursues an active foreign policy that includes frequent involvement in peace building.  Switzerland is the birthplace of the Red Cross and hosts the headquarters or offices of most major international institutions, including the WTO, the WHO, the ILO, FIFA, and the United Nations. It is a founding member of the European Free Trade Association (EFTA), but not part of the European Union (EU), the European Economic Area, or the eurozone; however, it participates in the European single market and the Schengen Area. Switzerland is a federal republic composed of 26 cantons, with federal authorities based in Bern.  Switzerland is one of the world's most developed countries, with the highest nominal wealth per adult and the eighth-highest gross domestic product (GDP) per capita. Switzerland ranks first in the Human Development Index since 2021 and performs highly also on several international metrics, including economic competitiveness and democratic governance. Cities such as Zürich, Geneva and Basel rank among the highest in terms of quality of life, albeit with some of the highest costs of living.  It has four main linguistic and cultural regions: German, French, Italian and Romansh. Although most Swiss are German-speaking, national identity is fairly cohesive, being rooted in a common historical background, shared values such as federalism and direct democracy, and Alpine symbolism. Swiss identity transcends language, ethnicity, and religion, leading to Switzerland being described as a _Willensnation_ (""nation of volition"") rather than a nation state. Due to its linguistic diversity, Switzerland is known by multiple native names: _Schweiz_ [ˈʃvaɪts] (German); _Suisse_ [sɥis(ə)] (French); _Svizzera_ [ˈzvittsera] (Italian); and _Svizra_ [ˈʒviːtsrɐ, ˈʒviːtsʁɐ] (Romansh). On coins and stamps, the Latin name, _Confoederatio Helvetica_ —frequently shortened to ""Helvetia""—is used instead of the spoken languages.  "
Chile;Chile , officially the Republic of Chile , is a country located in western South America. It is the southernmost country in the world and the closest to Antarctica, stretching along a narrow strip of land between the Andes Mountains and the Pacific Ocean. With an area of 756,949 square kilometers (292,260 sq mi) and a population of 17.5 million as of 2017, Chile shares borders with Peru to the north, Bolivia to the northeast, Argentina to the east, and the Drake Passage to the south. The country also controls several Pacific islands, including Juan Fernández, Isla Salas y Gómez, Desventuradas, and Easter Island, and claims about 1,250,000 square kilometers (480,000 sq mi) of Antarctica as the Chilean Antarctic Territory. The capital and largest city of Chile is Santiago, and the national language is Spanish.  Spain conquered and colonized the region in the mid-16th century, replacing Inca rule, but failed to conquer the independent Mapuche people who inhabited what is now south-central Chile. Chile emerged as a relatively stable authoritarian republic in the 1830s after their 1818 declaration of independence from Spain. During the 19th century, Chile experienced significant economic and territorial growth, putting an end to Mapuche resistance in the 1880s and gaining its current northern territory in the War of the Pacific (1879–83) by defeating Peru and Bolivia. In the 20th century, up until the 1970s, Chile underwent a process of democratization and experienced rapid population growth and urbanization, while relying increasingly on exports from copper mining to support its economy. During the 1960s and 1970s, the country was marked by severe left-right political polarization and turmoil, which culminated in the 1973 Chilean coup d'état that overthrew Salvador Allende's democratically elected left-wing government. This was followed by a 16-year right-wing military dictatorship under Augusto Pinochet, which resulted in more than 3,000 deaths or disappearances. The regime ended in 1990, following a referendum in 1988, and was succeeded by a center-left coalition, which ruled until 2010.  Chile has a high-income economy and is one of the most economically and socially stable nations in South America, leading Latin America in competitiveness, per capita income, globalization, peace, and economic freedom. Chile also performs well in the region in terms of sustainability of the state and democratic development, and boasts the second lowest homicide rate in the Americas, following only Canada. Chile is a founding member of the United Nations, the Community of Latin American and Caribbean States (CELAC), and the Pacific Alliance, and joined the OECD in 2010.  
China;"China (Chinese: 中国; pinyin: _Zhōngguó_ ), officially the People's Republic of China ( PRC ), is a country in East Asia. It is the world's second-most-populous country, with a population exceeding 1.4 billion. China spans the equivalent of five time zones and borders fourteen countries by land. With an area of nearly 9.6 million square kilometers (3,700,000 sq mi), it is the third-largest country by total land area. The country is divided into 22 provinces, five autonomous regions, four municipalities, and two semi- autonomous special administrative regions. Beijing is the national capital, while Shanghai is the most populous city and largest financial center.  The region has been inhabited since the Paleolithic era. The earliest Chinese dynastic states, such as the Shang and the Zhou, emerged in the basin of the Yellow River before the late second millennium BCE. The eighth to third centuries BCE saw a breakdown in Zhou authority and significant conflict, as well as the emergence of Classical Chinese literature and philosophy. In 221 BCE, China was unified under an emperor for the first time, ushering in more than two millennia in which China was governed by one or more imperial dynasties, including the Han, Tang, Ming, and Qing. Some of China's most notable achievements—such as the invention of gunpowder and paper, the establishment of the Silk Road, and the building of the Great Wall—occurred during this period. The imperial Chinese culture—including languages, traditions, architecture, philosophy and more—has heavily influenced East Asia.  In 1912, the monarchy was overthrown and the Republic of China was established. The Republic saw consistent conflict for most of the mid-20th century, including a civil war between the Kuomintang government and the Chinese Communist Party (CCP), which began in 1927, as well as the Second Sino-Japanese War that began in 1937 and continued until 1945, therefore becoming involved in World War II. The latter led to a temporary stop in the civil war and numerous Japanese atrocities such as the Nanjing Massacre, which continue to influence China–Japan relations. In 1949, the CCP established control over China as the Kuomintang fled to Taiwan. Early communist rule saw two major projects: the Great Leap Forward, which resulted in a sharp economic decline and massive famine; and the Cultural Revolution, a movement to purge all non-communist elements of Chinese society that led to mass violence and persecution. Beginning in 1978, the Chinese government launched economic reforms that moved the country away from planned economics, but political reforms were cut short by the 1989 Tiananmen Square protests and massacre. Economic reform continued to strengthen the nation's economy in the following decades while raising China's standard of living significantly.  China is a unitary one-party socialist republic led by the CCP. It is one of the five permanent members of the UN Security Council and a founding member of several multilateral and regional organizations such as the Asian Infrastructure Investment Bank, the Silk Road Fund, the New Development Bank, and the RCEP. It is a member of the BRICS, the G20, APEC, the SCO, and the East Asia Summit. China ranks poorly in measures of democracy, transparency, and human rights, including for press freedom, religious freedom, and ethnic equality. Making up around one-fifth of the world economy, China is the world's largest economy by GDP at purchasing power parity, the second-largest economy by nominal GDP, and the second-wealthiest country. The country is one of the fastest-growing major economies and is the world's largest manufacturer and exporter, as well as the second-largest importer, although its economic growth has slowed greatly in the 2020s. China is a nuclear-weapon state with the world's largest standing army by military personnel and the second-largest defense budget.  "
Cameroon;"Cameroon ( _CAM -ə-ROON_; French: _Cameroun_ ), officially the Republic of Cameroon (French: _République du Cameroun_ ), is a country in Central Africa. It shares boundaries with Nigeria to the west and north, Chad to the northeast, the Central African Republic to the east, and Equatorial Guinea, Gabon and the Republic of the Congo to the south. Its coastline lies on the Bight of Biafra, part of the Gulf of Guinea and the Atlantic Ocean. Due to its strategic position at the crossroads between West Africa and Central Africa, it has been categorized as being in both camps. Its nearly 27 million people speak 250 native languages and English or French or both.  Early inhabitants of the territory included the Sao civilisation around Lake Chad, and the Baka hunter-gatherers in the southeastern rainforest. Portuguese explorers reached the coast in the 15th century and named the area _Rio dos Camarões_ ( _Shrimp River_ ), which became _Cameroon_ in English. Fulani soldiers founded the Adamawa Emirate in the north in the 19th century, and various ethnic groups of the west and northwest established powerful chiefdoms and fondoms. Cameroon became a German colony in 1884 known as Kamerun. After World War I, it was divided between France and the United Kingdom as League of Nations mandates. The Union des Populations du Cameroun (UPC) political party advocated independence, but was outlawed by France in the 1950s, leading to the national liberation insurgency fought between French and UPC militant forces until early 1971. In 1960, the French-administered part of Cameroon became independent, as the Republic of Cameroun, under President Ahmadou Ahidjo. The southern part of British Cameroons federated with it in 1961 to form the Federal Republic of Cameroon. The federation was abandoned in 1972. The country was renamed the United Republic of Cameroon in 1972 and back to the Republic of Cameroon in 1984 by a presidential decree by president Paul Biya. Biya, the incumbent president, has led the country since 1982 following Ahidjo's resignation; he previously held office as prime minister from 1975 onward. Cameroon is governed as a Unitary Presidential Republic.  The official languages of Cameroon are French and English, the official languages of former French Cameroons and British Cameroons. Christianity is the majority religion in Cameroon, with significant minorities practising Islam and traditional faiths. It has experienced tensions from the English- speaking territories, where politicians have advocated for greater decentralisation and even complete separation or independence (as in the Southern Cameroons National Council). In 2017, tensions over the creation of an Ambazonian state in the English-speaking territories escalated into open warfare.  Large numbers of Cameroonians live as subsistence farmers. The country is often referred to as ""Africa in miniature"" for its geological, linguistic and cultural diversity. Its natural features include beaches, deserts, mountains, rainforests, and savannas. Its highest point, at almost 4,100 metres (13,500 ft), is Mount Cameroon in the Southwest Region. Its most populous cities are Douala on the Wouri River, its economic capital and main seaport; Yaoundé, its political capital; and Garoua. Limbé in the southwest has a natural seaport. Cameroon is well known for its native music styles, particularly Makossa, Njang and Bikutsi, and for its successful national football team. It is a member state of the African Union, the United Nations, the _Organisation Internationale de la Francophonie_ (OIF), the Commonwealth of Nations, Non- Aligned Movement and the Organisation of Islamic Cooperation.  "
Congo;"Congo may refer to:    * Congo River, in central Africa   * Congo Basin, the sedimentary basin of the river   * Democratic Republic of the Congo, the larger country to the southeast, sometimes referred to as ""Congo-Kinshasa""   * Republic of the Congo, the smaller country to the northwest, sometimes referred to as ""Congo-Brazzaville""  "
